"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"308",1.05e+08,2010,20000,"Xi STD","Automatic","Silver",1298,"Daihatsu","Xenia",7,"Nangroe Aceh Darussalam » Padang Tiji"
"309",2.65e+08,2010,48000,"2.0 Automatic","Automatic","Silver",1994,"Subaru","Forester",5,"DKI Jakarta » Cilandak"
"310",2.95e+08,2017,29000,"Extremer","Automatic","Hitam",2488,"Nissan","X-Trail",7,"Jawa Timur » Sidoarjo"
"311",4.6e+07,1997,62500,"GX","Manual","Biru",970,"Suzuki","Katana",5,"Banten » Kunciran"
"312",4.2e+08,2016,50000,"Dakar","Automatic","Silver",2477,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Kembangan"
"313",112500000,2009,115000,"XT","Automatic","Abu-abu",2488,"Nissan","X-Trail",5,"Jawa Barat » Kota Legenda"
"314",1.59e+08,2016,39000,"GX","Automatic","Hitam",1373,"Suzuki","Ertiga",7,"Jawa Barat » Margaasih"
"315",3.45e+08,2015,49000,"G","Automatic","Hitam",2494,"Toyota","Fortuner",7,"Jawa Timur » Gayungan"
"316",3.1e+08,2018,27500,"Prestige","Automatic","Abu-abu",1799,"Honda","HR-V",5,"DKI Jakarta » Cibubur"
"317",6.5e+07,1995,130000,"2.0 Manual","Manual","Biru",1991,"BMW","320i",4,"DKI Jakarta » Kramat Jati"
"318",1.35e+08,2005,162500,"E260","Automatic","Hitam",2597,"Mercedes-Benz","E260",5,"DKI Jakarta » Mampang Prapatan"
"319",2.4e+08,2018,30000,"RS","Automatic","Merah",1497,"Honda","Jazz",5,"Jawa Barat » Cibubur"
"320",1.7e+08,2010,97500,"2.4 i-VTEC","Automatic","Hitam",2354,"Honda","CR-V",5,"Jawa Barat » Jati Asih"
"321",8.5e+07,2012,115000,"X-Gear","Automatic","Abu-abu",1498,"Nissan","Livina X-Gear",5,"Jawa Barat » Leles"
"322",1.25e+08,2010,102000,"V Luxury","Automatic","Hitam",1998,"Toyota","Kijang Innova",7,"DKI Jakarta » Grogol"
"323",2.15e+08,2014,122500,"V","Automatic","Hitam",2494,"Toyota","Camry",5,"Jawa Barat » Cikarang Selatan"
"324",2.56e+08,2013,58000,"Exceed","Automatic","Abu-abu",2477,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Permata Buana"
"325",1.75e+08,2010,132728,"G","Automatic","Silver",2494,"Toyota","Kijang Innova",8,"DKI Jakarta » Cipayung"
"326",1.5e+08,2015,12000,"E","Manual","Silver",1496,"Honda","Mobilio",7,"Banten » Pinang"
"327",4.5e+07,2002,1000,"DX","Manual","Biru",970,"Suzuki","Karimun",5,"Jawa Barat » Setiamekar"
"328",2.55e+08,2018,29500,"RS","Automatic","Kuning",1497,"Honda","Jazz",5,"Banten » Tangerang Kota"
"329",1.38e+08,2017,40000,"X","Automatic","Abu-abu",1329,"Daihatsu","Xenia",7,"DKI Jakarta » Kebon Jeruk"
"330",3.75e+08,2016,66326,"GLX","Manual","Putih",2477,"Mitsubishi","Pajero Sport",7,"Jawa Tengah » Randudongkal"
"331",3.25e+08,1984,102500,"4.0 Manual","Manual","Merah",4000,"Toyota","Land Cruiser",5,"Jawa Tengah » Mijen"
"332",3.45e+08,2008,35000,"V221","Automatic","Hitam",2996,"Mercedes-Benz","S300 L",5,"DKI Jakarta » Harmoni"
"333",63500000,2014,67500,"T-OPTION","Manual","Hitam",1198,"Datsun","GO+",7,"DKI Jakarta » Cakung"
"334",1.05e+08,2016,54000,"Sport","Manual","Putih",1298,"Daihatsu","Sirion",5,"Banten » Pondok Aren"
"335",1.35e+08,2014,12036,"Trend","Automatic","Hitam",1499,"Ford","EcoSport",5,"DKI Jakarta » Kayu Putih"
"336",1.25e+08,2009,90000,"ST","Automatic","Abu-abu",2488,"Nissan","X-Trail",5,"Jawa Barat » Rancasari"
"337",5.5e+07,1992,142000,"","Automatic","Hitam",3000,"Mercedes-Benz","300E",5,"Jawa Barat » Bintara"
"338",3.13e+08,2018,27131,"Action","Automatic","Hitam",1998,"Mitsubishi","Outlander Sport",5,"Banten » Tangerang Kota"
"339",9.8e+07,2005,137500,"E","Manual","Silver",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Pondok Indah"
"340",6.2e+08,2018,7500,"sDrive18i xLine","Automatic","Putih",1499,"BMW","X1",5,"Jawa Timur » Darmo Permai Selatan"
"341",7.8e+07,2001,250000,"LS Hi Grade","Automatic","Emas",2499,"Isuzu","Panther",7,"Jawa Timur » Rungkut"
"342",2.15e+08,2014,87000,"Panoramic Autech","Automatic","Hitam",1997,"Nissan","Serena",7,"DKI Jakarta » Duren Sawit"
"343",2.15e+08,2016,72500,"G","Manual","Abu-abu",1998,"Toyota","Kijang Innova",8,"Jawa Tengah » Mijen"
"344",1.45e+08,2014,22500,"G","Manual","Abu-abu",1298,"Toyota","Avanza",7,"Jawa Barat » Cikutra"
"345",4.2e+08,2017,16000,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"Jawa Tengah » Pedurungan"
"346",1.5e+08,2016,77187,"G","Automatic","Merah",1329,"Toyota","Avanza",7,"Banten » Cilegon"
"347",9e+08,2017,57500,"xDrive35i xLine","Automatic","Hitam",2979,"BMW","X5",5,"Jawa Barat » Bekasi Selatan"
"348",99999999,2012,77500,"Sport+","Automatic","Putih",1596,"Ford","Fiesta",5,"DKI Jakarta » Kelapa Gading"
"349",1.49e+08,2016,49000,"GL","Manual","Abu-abu",1373,"Suzuki","Ertiga",7,"Jawa Timur » Banyuwangi"
"350",1.55e+08,2005,95000,"G","Automatic","Hitam",2362,"Toyota","Alphard",7,"Jawa Timur » Mulyorejo"
"351",1.08e+08,2012,250000,"X","Manual","Abu-abu",1298,"Daihatsu","Xenia",7,"Sulawesi Selatan » Rappocini"
"352",8.9e+07,2016,61168,"X","Automatic","Putih",998,"Daihatsu","Ayla",5,"Jawa Barat » Sukatani"
"353",1.15e+08,2007,185000,"2.0 i-VTEC","Manual","Abu-abu",1997,"Honda","CR-V",5,"Jawa Barat » Batujajar"
"354",2.12e+08,2016,37500,"S","Manual","Hitam",1497,"Honda","HR-V",5,"Sumatera Barat » Padang Timur"
"355",1.24e+08,2009,136664,"1.5","Automatic","Putih",1497,"Honda","Freed",7,"Bali » Denpasar"
"356",1.95e+08,2010,177000,"Exceed","Automatic","Hitam",2477,"Mitsubishi","Pajero Sport",7,"Jawa Barat » Tambun"
"357",3.4e+08,2017,32500,"V","Automatic","Putih",1798,"Toyota","Corolla Altis",5,"DKI Jakarta » Cipedak"
"358",8.6e+07,2016,80000,"G","Manual","Hitam",998,"Toyota","Agya",5,"Banten » Lippo Karawaci"
"359",1.15e+08,2018,58000,"G","Manual","Orange",1197,"Toyota","Calya",7,"Jawa Barat » Rawalumbu"
"360",88500000,2018,800,"FD","Manual","Hitam",1493,"Suzuki","Carry",3,"Jawa Barat » Kedungwaringin"
"361",1.85e+08,2015,120,"RS","Automatic","Putih",1497,"Honda","Jazz",5,"Jawa Barat » Kedung Halang"
"362",1.4e+08,2010,140000,"V Luxury","Automatic","Hitam",1998,"Toyota","Kijang Innova",7,"Jawa Barat » Mustikajaya"
"363",77500000,2006,200000,"i-DSI","Automatic","Hitam",1497,"Honda","Jazz",5,"Jawa Barat » Soekarno Hatta"
"364",1.06e+08,2014,51000,"E","Automatic","Abu-abu",1198,"Honda","Brio",5,"DKI Jakarta » Lenteng Agung"
"365",8.8e+07,2009,122500,"J","Manual","Silver",1497,"Toyota","Yaris",5,"Banten » BSD City"
"366",1.15e+08,2011,99900,"R","Automatic","Merah",1498,"Mazda","2",5,"Nusa Tenggara Barat » Mataram"
"367",1.67e+08,2016,77500,"AKK","Automatic","Abu-abu",1491,"Suzuki","SX4 S-Cross",5,"Jawa Barat » Bogor Kota"
"368",1.38e+08,2012,178000,"G","Automatic","Silver",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Kalideres"
"369",1.93e+08,2015,124000,"RS","Automatic","Merah",1497,"Honda","Jazz",5,"Yogyakarta » Maguwo"
"370",1.45e+08,2017,35725,"GL","Manual","Abu-abu",1373,"Suzuki","Ertiga",7,"Banten » Tangerang Kota"
"371",1.9e+08,2018,17500,"AKK","Automatic","Abu-abu",1491,"Suzuki","SX4 S-Cross",5,"DKI Jakarta » Kemanggisan"
"372",1.85e+08,2018,21000,"GLX","Manual","Hitam",1499,"Mitsubishi","Xpander",7,"Jawa Timur » Sedati"
"373",1.4e+08,2014,132500,"E Prestige","Automatic","Silver",1496,"Honda","Mobilio",7,"Jawa Barat » Cilamaya Wetan"
"374",2.35e+08,2019,8300,"TRD Sportivo","Automatic","Hitam",1496,"Toyota","Rush",7,"Banten » Modernland"
"375",3.95e+08,2017,49000,"Prestige Prestige VTEC","Automatic","Hitam",1498,"Honda","CR-V",7,"DKI Jakarta » Tangerang"
"376",6e+07,2003,220000,"i-DSI","Automatic","Silver",1497,"Honda","City",5,"Jawa Barat » Jatibening Baru"
"377",1.35e+08,2016,57000,"GL","Manual","Silver",1373,"Suzuki","Ertiga",7,"Jawa Barat » Cilodong"
"378",4.8e+07,2000,170000,"BJ","Manual","Biru",1840,"Mazda","323",5,"DKI Jakarta » Gambir"
"379",87500000,2008,150000,"G","Automatic","Silver",1497,"Toyota","Vios",5,"DKI Jakarta » Pulo Gadung"
"380",8e+07,2005,150000,"i-DSI","Automatic","Coklat",1497,"Honda","Jazz",5,"Bali » Ubung"
"381",1.22e+08,2009,1111,"XLT","Manual","Hitam",2499,"Ford","Everest",7,"Jawa Tengah » Pekalongan"
"382",2.7e+08,2017,77500,"T32","Automatic","Hitam",2488,"Nissan","X-Trail",7,"DKI Jakarta » Kemang"
"383",9.8e+07,2013,50380,"L300","Manual","Hitam",2477,"Mitsubishi","Colt L300",3,"Jawa Barat » Sukmajaya"
"384",182500000,2010,55000,"VTi-L","Automatic","Putih",NA,"Honda","Accord",5,"Jawa Barat » Cijagra"
"385",1.45e+08,2012,104000,"E","Automatic","Silver",1497,"Honda","Freed",7,"Jawa Barat » Jati Asih"
"386",1.29e+08,2014,136459,"SV","Automatic","Putih",1498,"Nissan","Grand Livina",7,"Jawa Barat » Pancoran Mas"
"387",6.5e+07,2003,171624,"SQ","Manual","Abu-abu",1590,"Suzuki","Escudo",5,"Jawa Tengah » Karanganyar"
"388",1.2e+08,2018,27500,"R","Manual","Abu-abu",1197,"Daihatsu","Sigra",7,"Lampung » Talang Padang"
"389",107500000,2012,82500,"R","Manual","Silver",1298,"Daihatsu","Xenia",7,"Jawa Timur » Sidoarjo"
"390",1.35e+08,2005,62500,"","Automatic","Orange",3498,"Nissan","Murano",5,"Jawa Tengah » Mijen"
"391",2.5e+08,1968,102500,"3.4 Manual","Manual","Kuning",3431,"Toyota","Land Cruiser",7,"Jawa Tengah » Mijen"
"392",4.7e+07,1997,125000,"GLXi","Manual","Hitam",1597,"Mitsubishi","Lancer",5,"Riau » Marpoyan Damai"
"393",4.5e+07,2000,120000,"XLi","Manual","Emas",1762,"Toyota","Corolla",5,"Banten » Graha Raya Bintaro"
"394",3.3e+08,2009,107500,"Comfort","Automatic","Abu-abu",2996,"BMW","730Li",5,"DKI Jakarta » Jagakarsa"
"395",8.5e+07,2018,27500,"T","Manual","Abu-abu",1198,"Datsun","GO",5,"DKI Jakarta » Kemayoran"
"396",8.5e+07,2018,20000,"D+","Manual","Putih",998,"Daihatsu","Ayla",5,"DKI Jakarta » Cipinang"
"397",1.45e+08,2013,47500,"X","Automatic","Hitam",1997,"Nissan","Serena",7,"DKI Jakarta » Tebet"
"398",1.35e+08,2018,32500,"S L Lux+","Manual","Merah",1485,"Wuling","Confero",8,"Jawa Timur » Rungkut"
"399",2.85e+08,2018,141236,"","Manual","Kuning",3908,"Mitsubishi","Colt",2,"Lampung » Tanjung Karang Pusat"
"400",3.55e+08,2016,17500,"SRZ","Automatic","Coklat",2694,"Toyota","Fortuner",7,"DKI Jakarta » Palmerah"
"401",3.25e+08,2014,102500,"WildTrak","Automatic","Merah",2198,"Ford","Ranger",5,"Jawa Tengah » Mijen"
"402",162500000,2014,49500,"TRD Sportivo","Automatic","Orange",1497,"Toyota","Yaris",5,"Jawa Tengah » Tembalang"
"403",8.5e+07,2018,22500,"S L","Manual","Silver",1485,"Wuling","Confero",8,"Jawa Tengah » Solo Baru"
"404",1.15e+08,2013,62500,"GL","Automatic","Putih",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Kebayoran Lama"
"405",1.75e+08,2014,102500,"E","Automatic","Hitam",1497,"Honda","Freed",7,"DKI Jakarta » Cilandak"
"406",82500000,2007,22500,"Option 2","Manual","Silver",2665,"KIA","Travello",16,"DKI Jakarta » Jagakarsa"
"407",1.72e+08,2014,71600,"E","Automatic","Abu-abu",1497,"Honda","City",5,"Jawa Barat » Bekasi"
"408",4.15e+08,2017,32500,"Dakar","Automatic","Hitam",2442,"Mitsubishi","Pajero Sport",7,"Jawa Tengah » Mijen"
"409",6e+07,1997,149862,"W210 3.2 Automatic","Automatic","Hitam",3199,"Mercedes-Benz","E320",5,"Sulawesi Selatan » Makasar"
"410",8.4e+07,2005,197500,"CSX","Manual","Hitam",1498,"Daihatsu","Taruna",7,"Jawa Barat » Bandung"
"411",1.75e+08,2014,102500,"E","Automatic","Hitam",1497,"Honda","Freed",7,"DKI Jakarta » Cilandak"
"412",1.15e+08,2013,62500,"GL","Automatic","Putih",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Kebayoran Lama"
"413",1.72e+08,2008,116500,"240G","Automatic","Silver",2362,"Toyota","Harrier",5,"Jawa Tengah » Graha Wahid"
"414",1.45e+08,2014,17500,"G","Automatic","Abu-abu",1497,"Toyota","Yaris",5,"Jawa Tengah » Mijen"
"415",9.2e+07,2009,137500,"Highway Star","Automatic","Silver",1998,"Nissan","Serena",7,"Banten » Ciledug"
"416",9.9e+07,2014,58000,"M DLX","Manual","Silver",989,"Daihatsu","Xenia",7,"Jawa Tengah » Bae"
"417",1.38e+08,2018,20000,"S L Lux+","Manual","Putih",1485,"Wuling","Confero",8,"Jawa Tengah » Semarang"
"418",7.75e+08,2016,35500,"G","Automatic","Putih",2494,"Toyota","Alphard",7,"DKI Jakarta » Pantai Indah Kapuk"
"419",1.17e+08,2016,27500,"1.2L XS","Automatic","Putih",1198,"Nissan","March",5,"DKI Jakarta » Kebayoran Lama"
"420",2.25e+08,1996,62500,"","Automatic","Biru",3199,"Mercedes-Benz","S320",5,"DKI Jakarta » Tanjung Duren"
"421",2.05e+08,2019,2800,"EXCEED","Manual","Silver",1499,"Mitsubishi","Xpander",7,"Jawa Tengah » Gajah Mungkur"
"422",1.7e+08,2013,42500,"Sport","Automatic","Abu-abu",1999,"Ford","Focus",5,"DKI Jakarta » Tanjung Duren"
"423",7.8e+07,2013,102500,"SE 2","Automatic","Putih",1248,"KIA","Picanto",5,"DKI Jakarta » Cakung"
"424",8e+07,2004,297500,"LV","Manual","Coklat",2499,"Isuzu","Panther",7,"Banten » Periuk"
"425",2.7e+08,2002,17500,"W220","Automatic","Abu-abu",2799,"Mercedes-Benz","S280",5,"DKI Jakarta » Tanjung Duren"
"426",1.69e+08,2014,67500,"G","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Bali » Jimbaran"
"427",9.3e+07,2003,143000,"RD","Automatic","Silver",1998,"Honda","CR-V",8,"Jawa Timur » Klojen"
"428",8.3e+07,2010,86000,"Trend","Manual","Biru",1388,"Ford","Fiesta",5,"Jawa Tengah » Demak"
"429",1.05e+08,2007,132500,"G","Automatic","Hitam",2362,"Toyota","Camry",5,"Banten » Graha Raya Bintaro"
"430",1.2e+08,2017,43000,"G","Manual","Hitam",1197,"Toyota","Calya",7,"Jawa Timur » Bangsalsari"
