"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"1831",9.2e+07,2005,98000,"i-DSI","Automatic","Merah",1497,"Honda","Jazz",5,"Jawa Timur » Malang Kota"
"1832",1.35e+08,2017,37000,"RS","Manual","Silver",1199,"Honda","Brio",5,"Jawa Barat » Bogor Kota"
"1833",1.85e+08,2013,41000,"E","Automatic","Silver",1497,"Honda","Freed",7,"DKI Jakarta » Pesanggarahan"
"1834",2.15e+08,2012,32500,"250G","Automatic","Hitam",2499,"Toyota","Mark X",5,"DKI Jakarta » Setiabudi"
"1835",1.89e+08,2014,62500,"G","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Bandung"
"1836",5.5e+07,1995,208361,"","Manual","Hijau",NA,"Honda","Accord",5,"Jawa Tengah » Solo"
"1837",1.25e+08,2009,162500,"G","Manual","Silver",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Kelapa Gading"
"1838",1.15e+08,2018,38000,"GX","Manual","Merah",1197,"Suzuki","Ignis",5,"DKI Jakarta » Cipayung"
"1839",1.3e+08,2015,80000,"Platinum","Automatic","Abu-abu",1396,"KIA","Rio",5,"Banten » Gading Serpong"
"1840",9e+07,2008,149000,"C100","Automatic","Hitam",2405,"Chevrolet","Captiva",7,"Jawa Timur » Gadingrejo"
"1841",1.47e+08,2013,57500,"TX ADVENTURE","Manual","Silver",1495,"Daihatsu","Terios",7,"Banten » Cipocok Jaya"
"1842",1.65e+08,2017,38850,"V","Manual","Putih",1497,"Toyota","Sienta",7,"Jawa Barat » Kiaracondong"
"1843",3.43e+08,2018,26000,"Q","Automatic","Putih",1998,"Toyota","Kijang Innova",7,"Jawa Barat » Cikeas"
"1844",2.25e+08,2019,12500,"Type L","Automatic","Putih",1498,"DFSK","Glory 560",7,"Banten » Karawaci"
"1845",1.25e+08,2014,32700,"V","Automatic","Hitam",1496,"Mazda","2",5,"DKI Jakarta » Cempaka Putih"
"1846",1.18e+08,2013,31000,"GX","Manual","Silver",1372,"Suzuki","Swift",5,"DKI Jakarta » Duren Sawit"
"1847",2.95e+08,2011,111000,"Elegance","Automatic","Hitam",2996,"Mercedes-Benz","E300",5,"DKI Jakarta » Tebet"
"1848",2.05e+08,2012,38000,"250G","Automatic","Hitam",2499,"Toyota","Mark X",5,"DKI Jakarta » Setiabudi"
"1849",1.78e+08,2015,24000,"G","Manual","Putih",1497,"Toyota","Yaris",5,"Kalimantan Timur » Balikpapan Utara"
"1850",1.85e+08,2014,130000,"G","Manual","Putih",1998,"Toyota","Kijang Innova",8,"Bali » Mengwitani"
"1851",1.54e+08,2016,38800,"LTZ","Automatic","Hitam",1364,"Chevrolet","Trax",5,"Jawa Tengah » Gombong"
"1852",1.95e+08,2012,175000,"G","Manual","Abu-abu",2494,"Toyota","Kijang Innova",8,"Jawa Timur » Padangan"
"1853",2.8e+08,2014,77446,"V","Automatic","Hitam",2494,"Toyota","Camry",5,"Jawa Barat » Cimanggis"
"1854",97500000,2014,60000,"1.2L","Automatic","Hitam",1198,"Nissan","March",5,"DKI Jakarta » Pondok Kelapa"
"1855",4.5e+08,2013,62000,"G G","Automatic","Hitam",2362,"Toyota","Alphard",7,"DKI Jakarta » Pasar Minggu"
"1856",2.2e+08,2018,19000,"ULTIMATE","Automatic","Hitam",1499,"Mitsubishi","Xpander",7,"DKI Jakarta » Lebak Bulus"
"1857",1.35e+08,2012,127000,"S","Manual","Abu-abu",1497,"Honda","City",5,"Jawa Barat » Margacinta"
"1858",6.99e+08,2015,37500,"xDrive25d","Automatic","Putih",1995,"BMW","X5",5,"Jawa Barat » Baranang Siang"
"1859",2.03e+08,2015,40000,"RS","Automatic","Merah",1497,"Honda","Jazz",5,"Jawa Timur » Ngadiluwih"
"1860",7.7e+07,2004,140000,"G","Manual","Hitam",1794,"Toyota","Corolla Altis",5,"Banten » Villa Melati Mas"
"1861",9.9e+07,2011,91000,"G","Automatic","Putih",1298,"Toyota","Avanza",7,"DKI Jakarta » Sunter"
"1862",2.05e+08,2017,25000,"Q","Automatic","Putih",1497,"Toyota","Sienta",7,"Sumatera Utara » Medan Sunggal"
"1863",1.62e+08,2016,85000,"LTZ","Automatic","Putih",1364,"Chevrolet","Trax",5,"Jawa Barat » Sawangan"
"1864",8e+07,1997,32000,"E36 1.8 Manual","Manual","Silver",1796,"BMW","318i",4,"DKI Jakarta » Pondok Labu"
"1865",2e+08,2013,73000,"XM","Automatic","Silver",2359,"KIA","Sorento",7,"Jawa Barat » Margacinta"
"1866",1.05e+08,2015,80000,"Satya S","Manual","Abu-abu",1198,"Honda","Brio",5,"DKI Jakarta » Ciracas"
"1867",1.45e+08,2016,72000,"RS","Manual","Hitam",1496,"Honda","Mobilio",7,"Jawa Barat » Cisalak"
"1868",1.52e+08,2012,122500,"G","Manual","Silver",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Kelapa Gading Barat"
"1869",5.15e+08,2017,32500,"Sport","Automatic","Abu-abu",1998,"BMW","320i",5,"DKI Jakarta » Permata Buana"
"1870",1.55e+08,2014,22500,"TX ADVENTURE","Manual","Abu-abu",1495,"Daihatsu","Terios",7,"Jawa Barat » Sukmajaya"
"1871",2.15e+08,2013,57500,"Grand Touring","Automatic","Putih",2488,"Mazda","CX-5",5,"DKI Jakarta » Cilandak"
"1872",79500000,2011,135000,"Trend","Automatic","Merah",1388,"Ford","Fiesta",5,"Jawa Barat » Cikampek"
"1873",76500000,2007,82500,"XV","Manual","Abu-abu",1498,"Nissan","Grand Livina",7,"Banten » Pamulang"
"1874",5.8e+08,2002,122500,"VX Limited","Automatic","Putih",4164,"Toyota","Land Cruiser",8,"Sumatera Utara » Medan Johor"
"1875",1e+08,2016,25000,"TRD Sportivo","Automatic","Merah",998,"Toyota","Agya",5,"Banten » Jurangmangu"
"1876",3.9e+07,1988,336670,"","Manual","Silver",1300,"Toyota","Starlet",5,"Jawa Timur » Banyuwangi"
"1877",1.25e+08,2015,62500,"X-Gear","Automatic","Silver",1498,"Nissan","Grand Livina",7,"Jawa Barat » Bungursari"
"1878",1.7e+08,2018,52500,"Veloz","Automatic","Merah",1496,"Toyota","Avanza",7,"Nangroe Aceh Darussalam » Baiturrahman"
"1879",1e+08,2005,89000,"W211","Automatic","Hitam",1796,"Mercedes-Benz","E200K",5,"DKI Jakarta » Duren Sawit"
"1880",3.05e+08,2015,76000,"Royale Next Generation","Automatic","Coklat",2497,"Hyundai","H-1",8,"DKI Jakarta » Pancoran"
"1881",6.5e+07,2003,145000,"1.7","Manual","Silver",1668,"Honda","Stream",7,"Jawa Tengah » Karanganyar"
"1882",2.07e+08,2010,112500,"G TRD","Automatic","Putih",2494,"Toyota","Fortuner",7,"Jawa Timur » Blimbing"
"1883",9.2e+07,2016,52500,"E","Automatic","Silver",1197,"Toyota","Calya",7,"Jawa Barat » Narogong"
"1884",1.095e+09,2012,62500,"J200","Automatic","Putih",5663,"Lexus","LX570",8,"DKI Jakarta » Pantai Mutiara"
"1885",9.7e+07,2015,72500,"GLS","Automatic","Putih",1193,"Mitsubishi","Mirage",5,"Jawa Barat » Bekasi Timur"
"1886",1.4e+08,2015,138000,"G","Manual","Abu-abu",1329,"Toyota","Avanza",7,"DKI Jakarta » Duren Sawit"
"1887",7.9e+07,2014,92500,"X","Automatic","Merah",998,"Daihatsu","Ayla",5,"Jawa Barat » Depok II Timur"
"1888",1.31e+08,2012,97500,"E","Automatic","Hitam",1497,"Honda","Freed",7,"DKI Jakarta » Cengkareng"
"1889",1.15e+08,2009,170000,"E","Automatic","Hitam",1497,"Honda","City",5,"Jawa Barat » Cimanggis"
"1890",3.45e+08,2010,47500,"Comfort","Automatic","Hitam",2996,"BMW","730Li",5,"DKI Jakarta » Pantai Indah Kapuk"
"1891",1.6e+08,2019,7500,"GL","Manual","Hitam",1462,"Suzuki","Ertiga",7,"DKI Jakarta » Pondok Bambu"
"1892",1.1e+08,2007,52500,"TX","Automatic","Silver",1495,"Daihatsu","Terios",7,"Jawa Timur » Bubutan"
"1893",7.25e+08,2014,27500,"Luxury","Automatic","Hitam",2979,"BMW","535i",5,"DKI Jakarta » Kelapa Gading"
"1894",3.65e+08,2010,49000,"W164","Automatic","Hitam",3498,"Mercedes-Benz","ML350",5,"DKI Jakarta » Kelapa Gading"
"1895",1.02e+08,2016,22500,"G","Automatic","Silver",1197,"Toyota","Calya",7,"DKI Jakarta » Salemba"
"1896",8.2e+07,2016,87500,"3 Way","Manual","Hitam",1495,"Daihatsu","Gran Max",3,"Jawa Barat » Karawang"
"1897",3e+08,2014,97500,"G TRD","Manual","Hitam",2494,"Toyota","Fortuner",7,"Jawa Barat » Cikarang"
"1898",4.25e+08,2017,17500,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"Jawa Barat » Sarijadi"
"1899",122500000,2013,94600,"G","Manual","Silver",1298,"Toyota","Avanza",7,"Jawa Barat » Ujungberung"
"1900",1.3e+09,2015,27500,"Exclusive","Automatic","Hitam",2996,"Mercedes-Benz","S400 L",5,"DKI Jakarta » Menteng"
"1901",1.4e+08,2012,62000,"S","Automatic","Abu-abu",1497,"Honda","Freed",7,"Yogyakarta » Yogyakarta"
"1902",8.3e+07,2013,92000,"G","Automatic","Hitam",998,"Toyota","Agya",5,"Jawa Barat » Bogor Barat"
"1903",1e+08,2018,18500,"X","Manual","Silver",998,"Daihatsu","Ayla",5,"Banten » Ciputat"
"1904",3.8e+08,2016,62500,"VRZ","Automatic","Silver",2393,"Toyota","Fortuner",7,"DKI Jakarta » Kota"
"1905",9.5e+07,2013,50000,"1.2L","Automatic","Putih",1198,"Nissan","March",5,"Jawa Timur » Benowo"
"1906",6.35e+08,2014,54000,"CDI","Automatic","Putih",2143,"Mercedes-Benz","ML250",5,"Jawa Timur » Darmo"
"1907",2.45e+08,2019,27500,"TRD Sportivo","Manual","Putih",1496,"Toyota","Rush",7,"Jawa Barat » Bandung"
"1908",5e+07,1986,272500,"2.3 Manual","Manual","Silver",2300,"Chevrolet","Trooper",5,"Jawa Barat » Gunung Batu"
"1909",6.1e+07,1997,207500,"LGX","Manual","Hijau",1781,"Toyota","Kijang",8,"DKI Jakarta » Otista"
"1910",1.54e+08,2015,57000,"RS","Automatic","Silver",1496,"Honda","Mobilio",7,"DKI Jakarta » Kalimalang"
"1911",1.6e+08,2011,65000,"TSI","Automatic","Merah",1390,"Volkswagen","Golf",5,"Jawa Tengah » Ngluwar"
"1912",1.55e+08,2017,43000,"G","Manual","Putih",1329,"Toyota","Avanza",7,"Yogyakarta » Yogyakarta"
"1913",56500000,2003,102500,"GX","Manual","Coklat",970,"Suzuki","Karimun",5,"DKI Jakarta » Bintaro"
"1914",2.3e+08,2011,82500,"2.5","Automatic","Silver",2488,"Nissan","Navara",5,"DKI Jakarta » Kalideres"
"1915",5.5e+07,2000,270572,"XLi","Manual","Biru",1498,"Toyota","Soluna",5,"Jawa Barat » Cijagra"
"1916",6.9e+07,2015,19500,"GL Wagon R","Manual","Silver",998,"Suzuki","Karimun Wagon R",5,"DKI Jakarta » Jagakarsa"
"1917",1.05e+08,2005,5534,"E","Manual","Hijau",1998,"Toyota","Kijang Innova",8,"Sulawesi Selatan » Pangkajene"
"1918",2.2e+08,2014,107500,"Grand Touring","Automatic","Abu-abu",2488,"Mazda","CX-5",5,"DKI Jakarta » Duren Sawit"
"1919",1.94e+08,2012,72500,"Sport","Automatic","Merah",1998,"Mazda","CX-5",5,"DKI Jakarta » Cilandak"
"1920",8.9e+07,2004,90000,"VTEC","Manual","Hitam",1497,"Honda","City",5,"Jawa Tengah » Salam"
"1921",1.11e+08,2018,18350,"X","Manual","Merah",1197,"Daihatsu","Ayla",5,"Banten » Tangerang Kota"
"1922",1e+08,2019,25000,"D","Manual","Putih",998,"Daihatsu","Sigra",7,"Jawa Timur » Lamongan"
"1923",1.35e+08,2015,92500,"GX Arena","Manual","Silver",1493,"Suzuki","APV",8,"Bali » Sidakarya"
"1924",1.2e+08,2011,105000,"GLS","Automatic","Hitam",1998,"Hyundai","Tucson",5,"DKI Jakarta » Condet"
"1925",1.5e+08,2013,7500,"R3","Manual","Kuning",1597,"Proton","Neo",5,"DKI Jakarta » Mangga Dua"
"1926",1.9e+08,2018,57500,"V","Automatic","Putih",1497,"Toyota","Sienta",7,"DKI Jakarta » Fatmawati"
"1927",1.27e+08,2008,140000,"2.4 i-VTEC","Automatic","Coklat",2354,"Honda","CR-V",5,"Banten » Karawaci"
"1928",3.25e+08,2015,6859,"RM","Automatic","Hitam",2354,"Honda","CR-V",5,"Yogyakarta » Umbul Harjo"
"1929",6.5e+07,2016,117500,"T-Option","Manual","Abu-abu",1198,"Datsun","GO",5,"Banten » Alam Sutera"
"1930",2.35e+08,2015,41000,"FB","Automatic","Hitam",1798,"Honda","Civic",5,"Sumatera Selatan » Alang Alang Lebar"
"1931",1.26e+08,2016,72500,"S","Manual","Putih",1496,"Honda","Mobilio",7,"DKI Jakarta » Grogol"
"1932",117500000,2008,135064,"1.5","Manual","Abu-abu",1490,"Suzuki","Neo Baleno",5,"Jawa Tengah » Manisrenggo"
"1933",1.15e+08,2009,500000,"90","Manual","Hijau",2198,"Land Rover","Defender",4,"Sumatera Utara » Binjai"
"1934",4e+07,2000,188238,"GLi","Automatic","Silver",1498,"Toyota","Soluna",5,"Jawa Barat » Sukmajaya"
"1935",1.33e+08,2010,1150000,"RS","Automatic","Abu-abu",1496,"Honda","Jazz",5,"Jawa Timur » Driyorejo"
"1936",1.22e+08,2017,78000,"GL","Manual","Abu-abu",1373,"Suzuki","Ertiga",7,"Jawa Tengah » Karanganyar"
"1937",9e+07,2018,45000,"S C","Manual","Hitam",1485,"Wuling","Confero",8,"Jawa Barat » Tanah Sareal"
"1938",1.2e+08,2013,79843,"LTZ","Manual","Silver",1485,"Chevrolet","Spin",7,"Jawa Timur » Sukomanunggal"
"1939",3.15e+08,2013,25287,"TSI","Automatic","Putih",NA,"Volkswagen","Scirocco",4,"Jawa Tengah » Kramat"
"1940",3.55e+08,2011,72850,"AL10","Automatic","Hitam",2672,"Lexus","RX270",5,"DKI Jakarta » Bendungan Hilir"
"1941",9.8e+07,2012,150000,"X","Manual","Hitam",1298,"Daihatsu","Xenia",7,"DKI Jakarta » Sunter"
"1942",102500000,2013,72000,"SV","Manual","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Barat » Jatibening"
"1943",1.05e+08,2011,142500,"S","Automatic","Silver",1495,"Toyota","Avanza",7,"DKI Jakarta » Tanjung Barat"
"1944",1.9e+08,2010,115500,"Exceed Hi-Power","Manual","Hitam",2477,"Mitsubishi","Strada Triton",5,"Sumatera Utara » Medan Amplas"
"1945",74900000,2005,200000,"G","Manual","Biru",1298,"Toyota","Avanza",7,"DKI Jakarta » Pulo Gadung"
"1946",1.8e+08,2012,69500,"CC","Automatic","Abu-abu",1997,"Mazda","Biante",8,"DKI Jakarta » Cipayung"
"1947",1.35e+08,2014,73200,"TX ADVENTURE","Automatic","Putih",1495,"Daihatsu","Terios",7,"DKI Jakarta » Jatinegara"
"1948",2.2e+07,1980,100000,"","Manual","Merah",1300,"Toyota","Corolla",5,"Nusa Tenggara Barat » Sakra Timur"
"1949",1.5e+08,2015,97149,"TX","Automatic","Putih",1495,"Daihatsu","Terios",7,"Jawa Barat » Bogor Utara"
"1950",1.62e+08,2010,112500,"G","Manual","Silver",2494,"Toyota","Kijang Innova",8,"DKI Jakarta » Mangga Besar"
"1951",4.3e+08,2017,32500,"Dakar","Automatic","Putih",2442,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Citra Garden 5"
"1952",8.9e+07,2013,12500,"CPS B-Line","Automatic","Hitam",1597,"Proton","Exora",7,"Jawa Barat » Bekasi Utara"
"1953",1.15e+08,2013,137500,"Highway Star Autech","Automatic","Abu-abu",1798,"Nissan","Grand Livina",7,"Yogyakarta » Sleman"
"1954",2.8e+08,2011,82500,"","Automatic","Putih",1796,"Mercedes-Benz","C180",5,"DKI Jakarta » CBD"
"1955",4.75e+08,2012,67500,"C204","Automatic","Merah",1796,"Mercedes-Benz","C180",4,"DKI Jakarta » Bintaro"
"1956",219500000,2018,15500,"ULTIMATE","Automatic","Putih",1499,"Mitsubishi","Xpander",7,"DKI Jakarta » Pondok Gede"
"1957",9.9e+07,2004,120000,"EC5","Automatic","Abu-abu",2498,"Mitsubishi","Galant",5,"Nusa Tenggara Timur » Kelapa Lima"
"1958",1.4e+09,2012,27500,"C218","Automatic","Putih",5461,"Mercedes-Benz","CLS63 AMG",4,"Jawa Barat » Bandung"
"1959",121500000,2013,31200,"XV","Manual","Putih",1498,"Nissan","Grand Livina",7,"Jawa Barat » Sukajadi"
"1960",1.69e+08,2014,52500,"GT","Automatic","Abu-abu",1496,"Mazda","2",5,"DKI Jakarta » Jatinegara"
"1961",1.7e+08,2014,57000,"RS","Automatic","Silver",1496,"Honda","Jazz",5,"Jawa Tengah » Mandiraja"
"1962",209999999,2009,102500,"E90","Automatic","Abu-abu",1995,"BMW","320i",5,"DKI Jakarta » Kebon Jeruk"
"1963",1.55e+08,2016,32000,"G","Manual","Silver",1497,"Toyota","Sienta",7,"Jawa Barat » Bogor Utara"
"1964",1.19e+08,2004,105000,"","Automatic","Hitam",1995,"BMW","318i",5,"DKI Jakarta » Duri Kosambi"
"1965",9e+07,2008,123,"Xi Special Edition","Manual","Hitam",1298,"Daihatsu","Xenia",7,"Jawa Barat » Sumber"
"1966",78500000,2007,124883,"XV","Automatic","Hitam",1498,"Nissan","Grand Livina",7,"Sumatera Utara » Medan Amplas"
"1967",1.32e+08,2012,132500,"S","Automatic","Hitam",1497,"Honda","Freed",7,"Yogyakarta » Sleman"
"1968",1.19e+08,2013,80000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"DKI Jakarta » Pulo Gadung"
"1969",8.9e+07,2013,115000,"E","Manual","Abu-abu",1197,"Toyota","Etios Valco",5,"Yogyakarta » Sewon"
"1970",1.35e+08,2016,40000,"SV","Manual","Putih",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Tangerang"
"1971",4.4e+08,2017,99000,"Dakar","Automatic","Hitam",2442,"Mitsubishi","Pajero Sport",7,"Jawa Tengah » Bawang"
"1972",1.5e+08,2017,16000,"G","Manual","Abu-abu",1329,"Toyota","Avanza",7,"Jawa Barat » Katapang"
"1973",129500000,2011,112500,"250XV","Automatic","Hitam",2496,"Nissan","Teana",5,"DKI Jakarta » Cengkareng"
"1974",4.57e+08,2018,20800,"TRD","Automatic","Putih",2393,"Toyota","Fortuner",7,"Sulawesi Selatan » Ujung Pandang"
"1975",6.8e+07,2004,160000,"VTi-L","Automatic","Hitam",NA,"Honda","Accord",5,"Jawa Barat » Bekasi"
"1976",1.35e+08,2013,100000,"S","Automatic","Abu-abu",1496,"Honda","Jazz",5,"DKI Jakarta » Tebet"
"1977",3.3e+08,2015,45000,"G","Automatic","Putih",2494,"Toyota","Fortuner",7,"DKI Jakarta » Duri Kosambi"
"1978",2.3e+08,2014,83000,"2.4","Automatic","Silver",2354,"Honda","CR-V",5,"Jawa Barat » Harapan Indah"
"1979",1.33e+08,2018,26000,"S L Lux+","Manual","Putih",1485,"Wuling","Confero",8,"DKI Jakarta » Kemanggisan"
"1980",9e+07,2015,300,"GS Wagon R","Automatic","Putih",998,"Suzuki","Karimun Wagon R",5,"Jambi » Jelutung"
"1981",1.5e+08,2012,66000,"RS","Automatic","Abu-abu",1496,"Honda","Jazz",5,"DKI Jakarta » Gambir"
"1982",1.25e+08,2016,27000,"Satya E","Automatic","Silver",1199,"Honda","Brio",5,"Jawa Barat » Jatibening"
"1983",129500000,2015,100000,"G","Automatic","Silver",1329,"Toyota","Avanza",7,"DKI Jakarta » Cilangkap"
"1984",72500000,2012,69600,"1.2L","Automatic","Abu-abu",1198,"Nissan","March",5,"DKI Jakarta » Tanjung Duren"
"1985",1.15e+08,2004,167000,"E46","Automatic","Silver",2494,"BMW","325i",5,"Banten » Larangan"
"1986",4e+07,2000,210000,"2.3 Automatic","Automatic","Hitam",2316,"Volvo","960",4,"DKI Jakarta » Pondok Cabe"
"1987",1.25e+08,2010,125000,"G","Automatic","Hitam",1794,"Toyota","Corolla Altis",5,"Banten » Legok"
"1988",2.75e+08,1997,62500,"Kompressor","Automatic","Silver",2295,"Mercedes-Benz","SLK230K",2,"DKI Jakarta » Cibubur"
"1989",1.76e+08,2008,117500,"240G","Automatic","Silver",2362,"Toyota","Harrier",5,"Jawa Tengah » Semarang"
"1990",1.05e+08,2012,84000,"GL","Automatic","Silver",1396,"Hyundai","Grand Avega",5,"Jawa Barat » Harjamukti"
"1991",2.37e+08,2019,16519,"ULTIMATE","Automatic","Putih",1499,"Mitsubishi","Xpander",7,"Jawa Barat » Bogor Kota"
"1992",3.35e+08,2017,104095,"V","Automatic","Hitam",2393,"Toyota","Kijang Innova",8,"Jawa Barat » Pondok Gede"
"1993",2.25e+08,2011,33500,"CGI","Automatic","Hitam",1796,"Mercedes-Benz","C200",5,"Banten » Ciputat"
"1994",7.9e+07,2009,93000,"XV","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Duren Sawit"
"1995",7.1e+07,2015,72500,"T-OPTION","Manual","Abu-abu",1198,"Datsun","GO+",7,"Jawa Barat » Kopo"
"1996",2.5e+08,2014,47500,"2.4 Prestige","Automatic","Putih",2354,"Honda","CR-V",5,"Jawa Barat » Telukjambe Timur"
"1997",1.18e+08,2019,34000,"X","Manual","Abu-abu",1197,"Daihatsu","Sigra",7,"Yogyakarta » Banguntapan"
"1998",1.95e+08,2010,7500,"CGI Avantgarde","Automatic","Hitam",1796,"Mercedes-Benz","C200",5,"Jawa Barat » Bekasi Barat"
"1999",7.6e+07,2007,170000,"GX Arena","Manual","Coklat",1493,"Suzuki","APV",8,"Bali » Ubung Kaja"
"2000",1.7e+08,2017,8000,"G","Manual","Hitam",1497,"Toyota","Sienta",7,"DKI Jakarta » Tanjung Priok"
"2001",1.22e+08,2016,3700,"Satya E","Manual","Merah",1198,"Honda","Brio",5,"Jawa Barat » Cikajang"
"2002",1.32e+08,2018,100,"","Automatic","Orange",1198,"Datsun","Cross",7,"DKI Jakarta » Duren Sawit"
"2003",1.15e+08,2008,100000,"G","Automatic","Hitam",2362,"Toyota","Camry",5,"Banten » BSD"
"2004",4e+07,2000,150000,"EC5","Automatic","Hitam",2498,"Mitsubishi","Galant",5,"Jawa Barat » Medan Satria"
"2005",3.2e+08,2015,80000,"Dakar","Automatic","Putih",2477,"Mitsubishi","Pajero Sport",7,"Jawa Barat » Sepanjang Jaya"
"2006",1.27e+08,2003,86000,"E260","Automatic","Silver",2597,"Mercedes-Benz","E260",5,"DKI Jakarta » Cengkareng"
"2007",1.65e+08,2017,27500,"GX","Automatic","Putih",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Senen"
"2008",1.4e+08,2010,117000,"2.0 i-VTEC","Automatic","Coklat",1997,"Honda","CR-V",5,"DKI Jakarta » Kembangan"
"2009",1.3e+08,2018,43000,"Satya E","Manual","Abu-abu",1199,"Honda","Brio",5,"Jawa Timur » Plemahan"
"2010",6.5e+07,2011,167500,"Series 1","Manual","Hitam",1493,"Suzuki","Mega Carry",2,"Jawa Barat » Cibinong"
"2011",1.63e+08,2019,2500,"D","Manual","Abu-abu",1495,"Daihatsu","Luxio",8,"DKI Jakarta » Cengkareng"
"2012",7.5e+07,2005,135000,"Highway Star","Automatic","Coklat",1998,"Nissan","Serena",7,"Jawa Barat » Setu"
"2013",8e+07,2003,170,"RD","Automatic","Hitam",1998,"Honda","CR-V",8,"Nusa Tenggara Barat » Sumbawa"
"2014",1.3e+09,2019,20280,"Q","Automatic","Hitam",3456,"Toyota","Alphard",7,"DKI Jakarta » Menteng"
"2015",1.39e+08,2013,60000,"1.4","Automatic","Silver",1390,"Volkswagen","Polo",5,"DKI Jakarta » Pejaten"
"2016",1.99e+08,2012,47500,"Sport","Automatic","Hitam",1998,"Mazda","CX-5",5,"DKI Jakarta » Tanjung Duren"
"2017",1.97e+08,2018,17650,"E","Automatic","Putih",1497,"Honda","BR-V",7,"Jawa Barat » NAROGONG INDAH"
"2018",1.67e+08,2013,72500,"CC","Automatic","Hitam",1997,"Mazda","Biante",8,"Banten » Serpong Summarecon"
"2019",8e+07,2009,100000,"X-Gear","Automatic","Silver",1498,"Nissan","Livina X-Gear",5,"Jawa Barat » Rawalumbu"
"2020",1.4e+08,2018,24800,"E","Manual","Hitam",1329,"Toyota","Avanza",7,"DKI Jakarta » Grogol"
"2021",2.1e+08,2013,48000,"V","Automatic","Hitam",1987,"Toyota","Corolla Altis",5,"DKI Jakarta » Kalimalang"
"2022",9.7e+07,2018,57500,"G","Manual","Orange",1197,"Toyota","Calya",7,"DKI Jakarta » Kemang"
"2023",4.25e+08,2017,10000,"Elite","Automatic","Putih",2488,"Mazda","CX-5",5,"DKI Jakarta » Tangerang"
"2024",8.5e+08,2016,40150,"G S C Package","Automatic","Hitam",2493,"Toyota","Alphard",7,"DKI Jakarta » Pantai Indah Kapuk"
"2025",8.6e+07,2012,6000,"GL","Manual","Silver",1197,"Suzuki","Splash",5,"DKI Jakarta » Tanjung Priok"
"2026",8.8e+07,2010,132500,"S Limited","Automatic","Abu-abu",1497,"Toyota","Yaris",5,"DKI Jakarta » Taman Mini"
"2027",5.8e+07,2001,150000,"FL","Manual","Silver",1498,"Daihatsu","Taruna",7,"Yogyakarta » Sleman"
"2028",1.06e+08,2007,193490,"G","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Tebet"
"2029",1.9e+08,2013,177500,"V","Manual","Silver",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Slipi"
"2030",136500000,2012,112000,"RS","Manual","Biru",1496,"Honda","Jazz",5,"DKI Jakarta » Cilandak"
"2031",9e+07,2016,95000,"G","Manual","Abu-abu",998,"Toyota","Agya",5,"DKI Jakarta » Kramat"
"2032",1.52e+08,2014,160768,"E","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Tebet"
"2033",1.56e+08,2014,132500,"TRD Sportivo","Manual","Putih",1495,"Toyota","Rush",5,"Banten » Tangerang Kota"
"2034",2.93e+08,2013,47890,"Sport","Automatic","Coklat",1997,"BMW","320i",5,"DKI Jakarta » Mampang"
"2035",1.25e+08,2018,20000,"","Automatic","Orange",1198,"Datsun","Cross",7,"Jawa Timur » Benowo"
"2036",72500000,2003,120000,"G","Automatic","Merah",1794,"Toyota","Corolla Altis",5,"Jawa Barat » Cijagra"
"2037",2.1e+08,2005,104561,"E60","Automatic","Hitam",2497,"BMW","523i",5,"Jawa Barat » Kota Wisata"
"2038",3.25e+08,2010,102000,"V","Automatic","Hitam",2362,"Toyota","Vellfire",7,"DKI Jakarta » Tanah Abang"
"2039",9.1e+07,2015,64000,"G","Automatic","Hitam",998,"Toyota","Agya",5,"DKI Jakarta » Halim"
"2040",1.1e+08,2013,137500,"E","Automatic","Silver",1298,"Toyota","Avanza",7,"DKI Jakarta » Kuningan"
